emp_id,skill_id,proficiency_level,no_of_projects_done_in_that_skill,certifications
E1356,S006,1,4,No
E3640,S015,4,4,Yes
E1589,S015,6,9,Yes
E785,S002,2,3,No
E2172,S014,3,4,No
E1487,S015,2,4,No
E3241,S001,4,4,No
E1447,S013,8,7,No
E2510,S008,5,1,No
E1050,S008,10,7,No
E186,S005,6,12,Yes
E3207,S012,8,8,No
E3925,S011,8,8,No
E3410,S005,8,8,No
E545,S007,6,5,No
E2091,S011,9,6,Yes
E4750,S015,6,9,Yes
E3481,S009,10,8,Yes
E1155,S012,6,11,No
E4786,S009,5,4,No
E2240,S010,4,3,No
E1256,S014,9,7,No
E1076,S006,8,8,Yes
E3682,S011,1,2,No
E1144,S015,10,5,Yes
E1690,S004,8,5,Yes
E3158,S005,3,1,Yes
E1834,S013,10,7,Yes
E3882,S015,8,7,No
E2488,S013,6,7,No
E2565,S002,8,8,No
E2327,S015,2,1,Yes
E3776,S012,1,1,Yes
E057,S015,8,5,Yes
E984,S012,2,1,No
E3549,S008,10,10,Yes
E2634,S009,6,9,No
E4307,S013,5,4,No
E498,S012,5,1,No
E3363,S010,8,8,Yes
E2392,S015,4,1,Yes
E3108,S008,8,10,Yes
E1558,S003,7,6,No
E1342,S002,3,2,Yes
E1540,S004,5,1,Yes
E4570,S010,8,6,No
E4155,S004,1,4,No
E288,S004,8,9,Yes
E1404,S009,8,11,No
E1115,S014,5,1,No
E152,S009,7,5,Yes
E1710,S010,4,1,No
E3141,S013,5,1,No
E559,S015,7,10,Yes
E3981,S009,7,8,Yes
E1397,S014,1,1,Yes
E3843,S008,1,4,No
E1580,S015,1,1,Yes
E247,S010,8,6,Yes
E4484,S008,6,12,Yes
E560,S002,5,1,Yes
E494,S012,9,9,Yes
E4019,S010,5,2,No
E1221,S009,7,7,No
E4034,S005,9,8,No
E2168,S002,5,4,Yes
E821,S012,1,3,No
E4924,S002,6,6,Yes
E4301,S004,8,6,Yes
E3441,S003,7,9,No
E852,S002,4,1,Yes
E3309,S011,4,3,No
E3518,S006,8,12,Yes
E1425,S011,8,12,Yes
E3558,S011,2,3,Yes
E4888,S007,10,9,Yes
E4905,S014,10,11,Yes
E2232,S014,1,4,Yes
E803,S003,10,11,Yes
E1582,S013,6,10,Yes
E1135,S004,4,2,No
E268,S011,3,2,No
E4822,S014,7,5,No
E576,S008,8,8,Yes
E1778,S002,10,8,Yes
E4316,S002,8,8,Yes
E3418,S015,10,5,No
E4937,S004,1,2,No
E3855,S005,2,1,No
E1884,S009,10,6,No
E2837,S010,1,2,No
E405,S005,1,3,No
E3248,S013,9,10,Yes
E1614,S004,8,9,No
E086,S006,7,7,Yes
E076,S008,4,4,No
E4535,S009,10,6,No
E4871,S013,10,9,No
E2002,S009,2,4,Yes
E2909,S006,8,10,No
E4207,S014,10,7,No
E2455,S008,9,8,No
E3758,S012,7,11,Yes
E3561,S007,2,2,No
E4535,S001,9,10,Yes
E4307,S001,9,8,Yes
E3731,S001,6,6,No
E4443,S001,3,4,No
E3464,S003,1,2,No
E2284,S008,1,3,No
E3520,S006,5,1,No
E3789,S012,5,3,Yes
E3749,S010,10,10,No
E2599,S006,10,7,No
E1031,S001,1,2,No
E3458,S013,3,1,Yes
E1934,S005,5,3,Yes
E1680,S015,2,4,No
E3528,S013,1,1,Yes
E1298,S011,3,2,Yes
E4051,S004,3,1,No
E2284,S015,4,2,No
E3967,S007,9,6,Yes
E599,S009,2,1,No
E270,S006,10,9,Yes
E1429,S003,3,3,Yes
E294,S001,6,10,No
E1391,S001,9,9,Yes
E2606,S003,10,7,Yes
E971,S003,8,9,Yes
E935,S005,8,6,No
E4146,S014,9,8,No
E2794,S005,8,10,Yes
E203,S005,1,4,Yes
E4904,S013,1,3,No
E1163,S002,9,7,Yes
E2136,S013,7,9,Yes
E1313,S006,5,4,Yes
E4044,S011,8,7,Yes
E2640,S005,1,2,No
E1194,S004,7,7,Yes
E633,S008,9,9,Yes
E2644,S012,2,4,No
E933,S012,8,12,No
E1361,S002,10,12,Yes
E1967,S001,10,7,Yes
E591,S011,8,8,Yes
E4705,S014,4,4,No
E3925,S005,1,3,Yes
E456,S002,8,5,No
E3129,S007,8,6,Yes
E1948,S006,9,10,Yes
E3973,S009,10,10,Yes
E4019,S006,5,2,Yes
E1527,S011,8,6,No
E3216,S008,1,4,Yes
E450,S008,8,6,Yes
E4388,S003,9,10,No
E995,S001,2,1,Yes
E3983,S009,4,4,Yes
E2999,S004,5,4,Yes
E414,S012,5,4,Yes
E3006,S008,4,4,No
E1896,S002,4,3,Yes
E168,S013,3,2,Yes
E661,S002,2,2,No
E3993,S014,7,5,No
E4328,S003,9,8,No
E4502,S003,8,12,No
E643,S010,2,3,No
E4503,S001,6,10,No
E4718,S014,10,8,No
E689,S015,6,5,Yes
E4432,S012,1,1,No
E868,S005,5,1,Yes
E2128,S006,8,9,No
E2617,S011,4,3,Yes
E2580,S007,7,6,No
E4494,S014,3,1,Yes
E2806,S006,6,11,Yes
E2434,S006,7,5,Yes
E962,S003,7,7,No
E2971,S006,6,8,Yes
E3150,S006,3,3,Yes
E4142,S002,3,4,No
E2491,S012,4,2,No
E395,S010,10,12,No
E4811,S007,2,2,No
E1852,S011,8,12,Yes
E2133,S004,6,11,No
E2163,S003,9,11,Yes
E3980,S002,2,3,Yes
E1363,S004,2,3,No
E4718,S005,7,10,No
E1483,S005,5,2,Yes
E1331,S011,7,12,Yes
E4883,S006,3,1,Yes
E4135,S012,1,2,Yes
E3819,S015,4,1,Yes
E1739,S015,5,4,Yes
E4532,S003,3,4,Yes
E3838,S004,8,5,No
E4821,S004,6,7,No
E1741,S014,7,6,Yes
E2551,S008,1,2,Yes
E4568,S004,5,2,No
E3875,S009,6,10,Yes
E2817,S009,5,2,Yes
E124,S013,2,4,No
E1609,S008,10,7,Yes
E2464,S013,10,6,Yes
E197,S003,5,4,No
E4523,S010,9,11,Yes
E2344,S011,6,5,Yes
E001,S010,3,2,No
E1751,S010,1,2,No
E3309,S002,3,4,Yes
E1123,S002,5,4,Yes
E2094,S007,7,9,No
E3644,S009,4,1,Yes
E2301,S001,5,4,No
E2682,S007,9,12,Yes
E3048,S014,8,8,No
E2632,S006,4,3,Yes
E2503,S009,9,10,Yes
E3012,S015,8,7,Yes
E1309,S006,9,9,Yes
E2052,S007,5,4,No
E3641,S006,1,1,Yes
E3193,S002,10,7,Yes
E4502,S014,6,8,Yes
E2850,S006,6,9,Yes
E2978,S012,4,2,No
E3130,S015,8,6,Yes
E1800,S005,6,5,Yes
E4077,S003,10,5,Yes
E3440,S008,4,1,No
E2655,S015,6,6,Yes
E1515,S011,9,11,Yes
E1080,S015,9,7,Yes
E894,S002,9,11,No
E4857,S012,7,7,Yes
E3176,S002,6,6,No
E1591,S006,6,5,No
E1995,S010,1,4,No
E975,S015,6,10,Yes
E306,S003,5,3,No
E919,S007,2,4,Yes
E4456,S008,7,8,Yes
E2919,S005,8,9,Yes
E3999,S001,1,3,Yes
E969,S006,4,3,Yes
E1863,S005,2,3,Yes
E1309,S007,2,1,No
E1869,S012,4,4,Yes
E3422,S011,1,2,No
E3547,S015,5,2,No
E3572,S013,4,4,No
E2667,S006,1,2,Yes
E2808,S014,6,8,No
E2288,S006,8,9,Yes
E2267,S005,6,10,Yes
E1899,S007,8,10,No
E1558,S006,6,12,Yes
E3148,S001,3,2,No
E879,S002,2,1,Yes
E2777,S001,6,11,Yes
E2067,S013,10,7,No
E2449,S013,7,5,Yes
E4123,S011,3,1,No
E3004,S005,9,11,Yes
E860,S007,7,12,Yes
E3042,S014,9,11,No
E1901,S002,8,6,No
E4717,S007,8,6,Yes
E2281,S012,6,7,No
E4304,S003,3,2,No
E515,S012,10,8,Yes
E4971,S012,6,12,Yes
E1061,S002,6,11,No
E1400,S015,3,3,No
E4344,S005,10,8,No
E2577,S006,5,1,Yes
E3118,S007,10,9,No
E525,S013,5,3,Yes
E800,S007,1,1,No
E1067,S012,1,3,No
E269,S014,10,5,Yes
E2083,S008,8,8,No
E3232,S004,8,11,Yes
E3252,S008,6,8,No
E2904,S011,4,3,Yes
E982,S012,3,4,No
E1963,S015,6,10,Yes
E2540,S013,7,8,Yes
E2938,S002,8,8,No
E236,S001,2,4,Yes
E3486,S001,10,12,No
E4305,S013,9,8,No
E4905,S009,5,2,No
E4529,S013,10,8,No
E2109,S012,4,4,No
E761,S001,2,3,Yes
E3019,S012,10,10,Yes
E1667,S009,10,7,Yes
E1190,S012,4,4,No
E1038,S002,1,1,No
E1005,S010,8,9,Yes
E3442,S007,9,8,No
E3967,S004,10,9,Yes
E4109,S012,9,11,Yes
E4002,S012,9,10,Yes
E4534,S007,6,5,Yes
E233,S005,10,7,Yes
E2426,S015,6,8,No
E4235,S004,4,2,No
E2399,S007,7,5,Yes
E4750,S014,9,8,No
E3810,S011,1,4,No
E775,S002,10,5,Yes
E140,S007,6,11,Yes
E1016,S012,7,6,No
E706,S010,3,3,No
E4150,S004,4,1,No
E1871,S004,4,4,No
E2674,S011,6,7,Yes
E2236,S012,5,1,No
E116,S007,6,5,No
E634,S001,3,2,Yes
E4986,S008,3,1,Yes
E727,S015,5,2,Yes
E403,S015,8,11,No
E604,S007,2,4,No
E1163,S013,8,11,Yes
E4928,S015,6,10,Yes
E845,S001,4,1,Yes
E2873,S011,2,1,No
E3860,S013,4,1,No
E1590,S001,10,10,No
E883,S011,1,2,No
E3315,S005,1,4,No
E2435,S005,3,3,No
E3206,S002,7,5,Yes
E280,S008,6,6,Yes
E707,S008,1,1,No
E736,S003,3,3,Yes
E2415,S013,7,10,No
E3842,S007,9,5,No
E2158,S013,1,1,Yes
E3156,S002,10,11,No
E4427,S003,8,7,No
E4097,S006,6,10,Yes
E1282,S008,2,2,No
E1343,S014,2,3,Yes
E1715,S002,10,9,Yes
E2631,S011,4,2,No
E3367,S014,1,2,No
E1507,S011,1,4,Yes
E4042,S011,2,2,Yes
E2349,S004,4,3,No
E1136,S008,1,2,No
E2910,S007,2,1,No
E1724,S012,7,9,Yes
E2873,S010,10,7,No
E4062,S003,8,5,No
E306,S008,1,4,No
E4416,S007,5,1,No
E3470,S006,3,3,Yes
E1901,S009,10,10,Yes
E604,S013,3,4,No
E4714,S013,10,10,Yes
E492,S013,6,11,Yes
E4605,S003,7,8,No
E3828,S005,4,3,No
E1926,S004,2,3,Yes
E463,S015,3,1,No
E4117,S010,2,4,No
E343,S003,10,6,Yes
E4844,S009,9,6,No
E1968,S004,5,3,No
E4639,S001,7,8,Yes
E3187,S004,2,4,No
E3673,S001,10,5,No
E2488,S005,5,3,Yes
E2052,S011,6,11,Yes
E3694,S015,3,3,No
E3559,S009,5,2,No
E3846,S013,9,11,No
E4070,S005,9,11,Yes
E3470,S011,10,5,Yes
E1138,S011,8,7,No
E944,S013,1,3,Yes
E2663,S007,1,1,Yes
E2972,S012,9,5,Yes
E1886,S014,8,5,Yes
E1104,S011,3,1,Yes
E4414,S011,1,3,Yes
E874,S012,9,10,Yes
E2263,S011,8,5,No
E4488,S008,1,2,No
E1573,S008,10,11,Yes
E354,S012,1,4,Yes
E4488,S001,7,9,Yes
E4621,S005,6,8,Yes
E2050,S015,2,3,Yes
E4748,S014,3,2,No
E4486,S012,5,2,No
E4736,S012,3,4,No
E3004,S003,8,7,No
E570,S014,10,11,No
E1969,S011,10,11,Yes
E2562,S003,8,8,No
E3658,S013,10,8,No
E147,S001,1,4,Yes
E008,S004,2,1,No
E1204,S014,2,4,No
E212,S004,7,7,Yes
E2100,S003,5,4,No
E3313,S013,5,4,No
E4935,S009,2,2,No
E4894,S005,5,2,No
E4961,S004,7,5,Yes
E2911,S002,4,1,No
E4288,S010,1,1,Yes
E3112,S014,7,5,No
E4352,S005,6,5,Yes
E1253,S014,10,8,No
E1963,S013,10,6,Yes
E2652,S008,5,1,Yes
E3110,S001,2,4,Yes
E012,S005,6,9,Yes
E199,S002,9,6,No
E825,S001,10,12,No
E1992,S007,5,2,No
E697,S015,7,8,No
E414,S015,5,1,Yes
E1515,S004,1,2,Yes
E1758,S004,2,4,Yes
E1002,S003,8,8,Yes
E3179,S010,6,12,No
E4260,S006,5,2,No
E4814,S014,6,6,No
E3129,S012,9,7,Yes
E4543,S015,7,11,No
E2751,S004,1,3,No
E3215,S011,2,1,No
E3691,S010,2,1,No
E699,S013,10,9,Yes
E3087,S011,1,4,No
E3278,S013,5,1,No
E3350,S011,9,7,Yes
E3458,S006,2,4,No
